"N" "nteeth" "ntime" "truealpha0" "truealpha1" "truealpha2" "truealpha3" "truebeta0" "truebeta1" "truebeta2" "truebeta3" "truenu" "truetau" "truerho" "prob_dropout" "variable" "value" "truth" "var"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.302567060859533 "bbdcwbeta3relbias" 0.0323634887165041 "-2" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.344992050874404 "rrzcwbeta3relbias" -0.792570623959978 "-2" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.495634458672875 "bbdcwbeta3relbias" 0.280711721457478 "-0.5" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.458709031057679 "rrzcwbeta3relbias" -0.526079197241036 "-1" "alpha3-2"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.304772857964347 "cwbeta3relbias" -0.259450210099254 "-2" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.326701268742791 "bbdcwbeta3relbias" -0.402316957062934 "-1" "alpha3-1"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.462310847122048 "ccbeta3relbias" 0.0676447834352081 "0" "alpha30"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.487420042643923 "bbdcwbeta3relbias" 0.0116797943970219 "0" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.317094017094017 "bbdcwbeta3relbias" -0.268207759841176 "-1.5" "alpha30"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.551920144184112 "ccbeta3relbias" 0.214727192867264 "0" "alpha3-2"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.383694733877781 "bbdcwbeta3relbias" -0.879949866313555 "-0.5" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.320392553037956 "rrzcwbeta3relbias" -0.746696808729474 "-1.5" "alpha30"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.336256896307823 "cwbeta3relbias" -0.35664688732854 "-1" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.331570442191861 "rrzcwbeta3relbias" 0.148179229617626 "-1" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.338097933767337 "bbdcwbeta3relbias" -0.45589110405276 "-2" "alpha30"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.315498691480081 "rrzcwbeta3relbias" 0.144832533006454 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.34037592889407 "ccbeta3relbias" -0.181632771342728 "-2" "alpha30"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.494701617401004 "bbdcwbeta3relbias" 0.052542087434118 "-0.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.303903477643719 "ccbeta3relbias" -1.06599209287978 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.365978647686833 "rrzcwbeta3relbias" 0.20121429903558 "-2" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.323866815892557 "bbdcwbeta3relbias" -0.153429290870846 "-1" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.369959252494028 "bbdcwbeta3relbias" -0.543915941309836 "-0.5" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.309422750424448 "rrzcwbeta3relbias" -0.182576088257756 "-1.5" "alpha30"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.565006243929513 "bbdcwbeta3relbias" 0.191912872496914 "0" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.479569579758616 "cwbeta3relbias" 0.333005421328352 "-0.5" "alpha3-2"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.304090186443128 "rrzcwbeta3relbias" 0.0865347602868141 "-2" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.327845382963493 "ccbeta3relbias" -0.762540285214502 "-2" "alpha30"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.35187255449972 "cwbeta3relbias" -0.243485919952876 "-2" "alpha3-2"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.306960227272727 "bbdcwbeta3relbias" -0.450024188469858 "-2" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.435295832118916 "cwbeta3relbias" -0.697496323685224 "-1" "alpha3-2"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.564922206506365 "bbdcwbeta3relbias" -0.392376733378672 "0" "alpha3-2"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.483978360382855 "rrzcwbeta3relbias" 0.143798162053222 "0" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.377143660387967 "bbdcwbeta3relbias" 0.299075797095974 "-0.5" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.400496060694485 "cwbeta3relbias" -0.895368888885266 "-0.5" "alpha3-1"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.4587598713074 "bbdcwbeta3relbias" 0.689849267802568 "0" "alpha30"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.495800752968433 "bbdcwbeta3relbias" 0.367950592204466 "0" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.328328611898017 "cwbeta3relbias" -0.035841842329424 "-1" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.357879858657244 "cwbeta3relbias" 0.418884362720194 "-2" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.346902914043052 "cwbeta3relbias" -0.0841314484253179 "-2" "alpha30"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.301765200336229 "bbdcwbeta3relbias" -0.290348735341318 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.364161036036036 "bbdcwbeta3relbias" -0.624478979010824 "-2" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.333145195428249 "cwbeta3relbias" -0.659169989094788 "-2" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.398183624237264 "rrzcwbeta3relbias" -0.164496026121926 "-0.5" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.320410490307868 "cwbeta3relbias" 0.139373686871674 "-1.5" "alpha30"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.488717339667458 "rrzcwbeta3relbias" 0.0165884287101461 "0" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.390087810686114 "ccbeta3relbias" -1.09539458354199 "-2" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.379536075138751 "bbdcwbeta3relbias" -0.316286324545236 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.321955330804888 "cwbeta3relbias" -0.467663289934286 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.287462213905283 "rrzcwbeta3relbias" -0.520592492708322 "-2" "alpha3-1"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.381584644248809 "bbdcwbeta3relbias" 0.049470366577854 "-0.5" "alpha3-1"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.493571011104617 "ccbeta3relbias" -0.338862452106922 "0" "alpha3-1"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.563104036384309 "bbdcwbeta3relbias" 0.067634065657594 "0" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.464233999420794 "cwbeta3relbias" -0.058176850548836 "-0.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.394394394394394 "rrzcwbeta3relbias" -0.33332056513584 "-1.5" "alpha3-2"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.394845507617827 "cwbeta3relbias" -0.43546702002015 "-0.5" "alpha3-1"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.458724597056762 "rrzcwbeta3relbias" -0.871577282517091 "0" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.39 "bbdcwbeta3relbias" 0.559430112045824 "-1.5" "alpha3-2"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.336769274216323 "ccbeta3relbias" -0.64714750294542 "-1" "alpha3-1"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.338205789624534 "cwbeta3relbias" -0.464336020120954 "-1" "alpha30"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.469626168224299 "cwbeta3relbias" 0.307137896897714 "0" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.308062916253365 "rrzcwbeta3relbias" 0.39577411283716 "-1.5" "alpha30"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.344712376525276 "rrzcwbeta3relbias" 0.431640597377584 "-2" "alpha30"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.464568040654997 "rrzcwbeta3relbias" 0.186066602980118 "0" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.370921579851173 "rrzcwbeta3relbias" 0.290491391391334 "-1.5" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.434291434291434 "cwbeta3relbias" -0.565778322479536 "-1" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.30398293029872 "cwbeta3relbias" 0.00885729640113597 "-1.5" "alpha3-1"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.326957978500628 "ccbeta3relbias" -0.367839659796928 "-1" "alpha30"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.32540369088812 "rrzcwbeta3relbias" 0.152262475111206 "-1" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.401570223902297 "bbdcwbeta3relbias" -0.298112386076614 "-0.5" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.414197711938985 "bbdcwbeta3relbias" 0.0511124566571859 "-1" "alpha3-2"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.321655132641292 "bbdcwbeta3relbias" -0.36507938500329 "-1.5" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.3193724420191 "rrzcwbeta3relbias" -0.61856681063811 "-1.5" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.317837078651685 "ccbeta3relbias" -0.485354389122498 "-1.5" "alpha30"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.364440078585462 "cwbeta3relbias" -0.161774956574738 "-2" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.493420101229212 "ccbeta3relbias" -0.08705816648596 "-0.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.402610888592197 "ccbeta3relbias" -0.385791171763846 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.38465791292329 "cwbeta3relbias" -0.465675515778584 "-1.5" "alpha3-2"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.300276283263051 "ccbeta3relbias" -0.747026518279298 "-2" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.424851401075573 "bbdcwbeta3relbias" -1.39709800874401 "-1" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.34472049689441 "cwbeta3relbias" -0.089955687197328 "-1" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.373247496423462 "ccbeta3relbias" -0.609078492545956 "-1.5" "alpha3-2"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.472387425658454 "rrzcwbeta3relbias" -1.05384483300635 "0" "alpha30"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.300850411264464 "rrzcwbeta3relbias" 0.00839572258465404 "-1.5" "alpha3-1"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.3096011816839 "cwbeta3relbias" -0.244552698729196 "-1.5" "alpha3-1"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.382033849269492 "cwbeta3relbias" -0.06610941835367 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.382526564344746 "ccbeta3relbias" -0.844761051887632 "-1.5" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.330737646892255 "cwbeta3relbias" -0.503475242317568 "-2" "alpha30"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.296061365983183 "bbdcwbeta3relbias" -0.020571660175764 "-2" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.336607535551972 "rrzcwbeta3relbias" 0.03948281812414 "-1.5" "alpha30"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.492901190305464 "cwbeta3relbias" -0.00237834019758199 "-0.5" "alpha3-2"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.29516175207558 "rrzcwbeta3relbias" -0.00168521763362794 "-2" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.351217378626622 "rrzcwbeta3relbias" 0.339559104241924 "-2" "alpha3-2"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.480949673016776 "ccbeta3relbias" -0.117340205342956 "0" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.42520795150148 "cwbeta3relbias" -0.866631272742382 "-1" "alpha3-2"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.463795077275329 "cwbeta3relbias" 0.38146704001229 "0" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.314005602240896 "cwbeta3relbias" -0.392993870214632 "-1.5" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.429453136213578 "rrzcwbeta3relbias" 0.470702912500654 "-1" "alpha3-2"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.327551890816036 "cwbeta3relbias" -0.836685047650017 "-1.5" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.308796622097115 "ccbeta3relbias" -0.251703253592776 "-1.5" "alpha30"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.471969265793967 "rrzcwbeta3relbias" -0.216791525088606 "0" "alpha30"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.542030645854217 "rrzcwbeta3relbias" -0.082277599381676 "0" "alpha3-2"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.323887219121225 "ccbeta3relbias" -0.469759138373902 "-1.5" "alpha30"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.362759216589862 "bbdcwbeta3relbias" -0.435708564345224 "-2" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.491534680502458 "ccbeta3relbias" 0.0889382733608139 "-0.5" "alpha3-2"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.556438127090301 "rrzcwbeta3relbias" 0.407236311679588 "0" "alpha3-2"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.355862847467193 "bbdcwbeta3relbias" -0.380385346931646 "-2" "alpha3-2"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.36240391334731 "rrzcwbeta3relbias" 0.157027143379466 "-2" "alpha3-2"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.292625121985222 "bbdcwbeta3relbias" -0.28500755580505 "-2" "alpha3-1"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.334051724137931 "bbdcwbeta3relbias" 0.280711009378508 "-1" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.384659746251442 "cwbeta3relbias" -0.214433381035646 "-0.5" "alpha30"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.324631578947368 "rrzcwbeta3relbias" 0.629584402913376 "-1" "alpha30"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.313076036866359 "rrzcwbeta3relbias" -0.259038829169192 "-1" "alpha3-1"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.473300262620368 "cwbeta3relbias" -0.391967456607302 "0" "alpha30"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.329382499268364 "ccbeta3relbias" -0.318156789861674 "-2" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.384119248960871 "rrzcwbeta3relbias" -0.062887534019032 "-1.5" "alpha3-2"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.371305595408895 "bbdcwbeta3relbias" -1.25066404924953 "-2" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.316196094957157 "rrzcwbeta3relbias" -0.364957502151164 "-2" "alpha30"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.486552920763447 "bbdcwbeta3relbias" -0.779689015420096 "-0.5" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.487711322631056 "ccbeta3relbias" -0.829661738939562 "-0.5" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.335748442254746 "cwbeta3relbias" -0.0126846322684 "-1" "alpha30"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.483510180671064 "rrzcwbeta3relbias" 0.81171557631698 "0" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.35332866152768 "rrzcwbeta3relbias" 0.212640842587654 "-2" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.329640676040335 "cwbeta3relbias" -0.367107075879656 "-2" "alpha30"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.331576698476001 "cwbeta3relbias" -0.462077031768418 "-2" "alpha30"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.351319988395706 "rrzcwbeta3relbias" 0.773631649718416 "-2" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.314814814814815 "bbdcwbeta3relbias" 0.772574659554928 "-1.5" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.32213608957795 "ccbeta3relbias" -0.899048693259691 "-1.5" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.386043971050116 "ccbeta3relbias" 0.653185251933454 "-1.5" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.330283224400871 "ccbeta3relbias" 0.271223409144314 "-1" "alpha30"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.333525428612592 "cwbeta3relbias" 0.288592822928978 "-1" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.410281690140845 "ccbeta3relbias" -0.244273930286138 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.468051575931232 "rrzcwbeta3relbias" 0.315101097400512 "-0.5" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.421585648148148 "bbdcwbeta3relbias" 0.170016679989498 "-1" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.335591223678398 "ccbeta3relbias" -0.671428918828022 "-1" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.394514767932489 "bbdcwbeta3relbias" -1.30231160232059 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.317478510028653 "cwbeta3relbias" 0.192135783107188 "-1.5" "alpha30"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.335003579098067 "cwbeta3relbias" -0.40944178083649 "-1" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.391273247496423 "bbdcwbeta3relbias" -0.435558343085558 "-1.5" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.334904986426632 "ccbeta3relbias" -0.600273775559934 "-2" "alpha30"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.307472087031205 "cwbeta3relbias" 0.031213713911018 "-2" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.342213990596951 "ccbeta3relbias" -0.164668515455038 "-2" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.425003547608912 "ccbeta3relbias" 0.401663078757932 "-1" "alpha3-2"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.498408564814815 "cwbeta3relbias" 0.269968006431362 "0" "alpha3-1"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.548158253751705 "rrzcwbeta3relbias" 0.550717770506492 "0" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.32886862353947 "rrzcwbeta3relbias" -0.46900028778497 "-1" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.37739902606703 "rrzcwbeta3relbias" 0.121122097767262 "-0.5" "alpha30"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.462618160985391 "rrzcwbeta3relbias" 0.046892769086246 "-0.5" "alpha3-2"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.374685314685315 "bbdcwbeta3relbias" 0.0380035013278379 "-0.5" "alpha30"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.314661812071138 "cwbeta3relbias" 0.059310484649562 "-1.5" "alpha3-1"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.492612977983778 "cwbeta3relbias" 0.320625324131426 "0" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.366021694517737 "cwbeta3relbias" -0.849775580121185 "-2" "alpha3-2"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.487746478873239 "rrzcwbeta3relbias" -0.425042153370664 "0" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.32546157148991 "rrzcwbeta3relbias" 0.217940654262482 "-1" "alpha3-1"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.475907870566624 "ccbeta3relbias" 0.104097703073896 "0" "alpha30"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.307344632768362 "bbdcwbeta3relbias" 0.232577216548622 "-1.5" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.39471021823963 "cwbeta3relbias" -0.08632992049661 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.383268482490272 "bbdcwbeta3relbias" -0.83193771960927 "-0.5" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.330866347409665 "cwbeta3relbias" -0.268659433073352 "-1.5" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.375 "rrzcwbeta3relbias" 0.125238588394458 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.296857142857143 "cwbeta3relbias" -0.982811683036298 "-1.5" "alpha3-1"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.489463332396741 "cwbeta3relbias" -0.530724221107234 "0" "alpha3-1"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.456721915285451 "cwbeta3relbias" -0.143975801616074 "-0.5" "alpha3-2"
